id,tool,correctness,project,bug,base_dir,main_dep,tests_build,tests_src_dir,target_test,target_test_methods,target_class,input_class
Math_80_Avatar_Patch_2221332_1046.diff,Avatar,Incorrect,Math,80,Math/80,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
Closure_46_jGenProg_patch_8241000_17174.diff,jGenProg,Incorrect,Closure,46,Closure/46,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.rhino.jstype.JSTypeTest,testRecordTypeLeastSuperType2,com.google.javascript.rhino.jstype.RecordTypeBuilder,java.lang.String
Math_82_TBar_Patch_12801666_2433_cp1120.diff,TBar,Incorrect,Math,82,Math/82,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMath288,org.apache.commons.math.optimization.linear.SimplexSolver,double
Lang_63_jGenProg_patch_22426735_13628.diff,jGenProg,Incorrect,Lang,63,Lang/63,target/classes,target/test-classes,src/test,org.apache.commons.lang.time.DurationFormatUtilsTest,testJiraLang281,org.apache.commons.lang.time.DurationFormatUtils,java.lang.String
Closure_62_Avatar_Patch_761284_10.diff,Avatar,Incorrect,Closure,62,Closure/62,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.LightweightMessageFormatterTest,testFormatErrorSpaceEndOfLine1,com.google.javascript.jscomp.LightweightMessageFormatter,java.lang.String
Math_28_TBar_Patch_18723844_558_cp426.diff,TBar,Incorrect,Math,28,Math/28,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath828Cycle,org.apache.commons.math3.optimization.linear.SimplexSolver,double
Chart_1_jGenProg_patch_3780000_13578.diff,jGenProg,Incorrect,Chart,1,Chart/1,build,build-tests,tests,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,test2947660,org.jfree.chart.renderer.category.LineAndShapeRenderer,java.lang.String
Closure_22_jKali_patch_84000_37.diff,jKali,Incorrect,Closure,22,Closure/22,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CheckSideEffectsTest,testUselessCode,com.google.javascript.jscomp.Compiler,java.lang.String
Math_33_Avatar_Patch_17745736_909.diff,Avatar,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Math_85_TBar_Patch_9460482_1006_cp766.diff,TBar,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Chart_1_jGenProg_patch_4895000_17396.diff,jGenProg,Incorrect,Chart,1,Chart/1,build,build-tests,tests,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,test2947660,org.jfree.chart.renderer.category.LineAndShapeRenderer,java.lang.String
Math_80_jGenProg_patch_5905000_4952.diff,jGenProg,Incorrect,Math,80,Math/80,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
Lang_51_Nopol_patch_18720_1.diff,Nopol,Incorrect,Lang,51,Lang/51,target/classes,target/test-classes,src/test,org.apache.commons.lang.BooleanUtilsTest,test_toBoolean_String,org.apache.commons.lang.BooleanUtils,java.lang.String
Chart_25_Avatar_Patch_1054728_118.diff,Avatar,Incorrect,Chart,25,Chart/25,build,build-tests,tests,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.StatisticalBarRenderer,double
Math_58_dynamoth_patch_120645_9.diff,dynamoth,Incorrect,Math,58,Math/58,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.fitting.GaussianFitterTest,testMath519,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer,double
Chart_7_TBar_Patch_8750344_1059_cp779.diff,TBar,Incorrect,Chart,7,Chart/7,build,build-tests,tests,org.jfree.data.time.junit.TimePeriodValuesTests,testGetMaxMiddleIndex,org.jfree.data.time.TimePeriodValues,long
Math_85_jGenProg_patch_1474000_3006.diff,jGenProg,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Math_81_jGenProg_patch_590000_810.diff,jGenProg,Incorrect,Math,81,Math/81,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMath308,org.apache.commons.math.linear.EigenDecompositionImpl,double
Mockito_29_Avatar_Patch_214053_26.diff,Avatar,Incorrect,Mockito,29,Mockito/29,target/classes:lib/test/*:lib/sources/*:lib/repackaged/*:lib/run/*,target/test-classes,test,org.mockitousage.bugs.NPEWithCertainMatchersTest,shouldNotThrowNPEWhenNullPassedToSame,org.mockito.internal.matchers.Same,java.lang.String
Closure_46_jGenProg_patch_20039000_27784.diff,jGenProg,Incorrect,Closure,46,Closure/46,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.rhino.jstype.JSTypeTest,testRecordTypeLeastSuperType2,com.google.javascript.rhino.jstype.RecordTypeBuilder,java.lang.String
Math_33_Avatar_Patch_17044720_892.diff,Avatar,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Math_28_jGenProg_patch_1414000_432.diff,jGenProg,Incorrect,Math,28,Math/28,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath828Cycle,org.apache.commons.math3.optimization.linear.SimplexSolver,double
Lang_63_jGenProg_patch_5680670_5476.diff,jGenProg,Incorrect,Lang,63,Lang/63,target/classes,target/test-classes,src/test,org.apache.commons.lang.time.DurationFormatUtilsTest,testJiraLang281,org.apache.commons.lang.time.DurationFormatUtils,java.lang.String
Lang_63_jGenProg_patch_20079353_12610.diff,jGenProg,Incorrect,Lang,63,Lang/63,target/classes,target/test-classes,src/test,org.apache.commons.lang.time.DurationFormatUtilsTest,testJiraLang281,org.apache.commons.lang.time.DurationFormatUtils,java.lang.String
Math_80_Avatar_Patch_2210114_1043.diff,Avatar,Incorrect,Math,80,Math/80,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
Math_82_jGenProg_patch_94000_530.diff,jGenProg,Incorrect,Math,82,Math/82,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMath288,org.apache.commons.math.optimization.linear.SimplexSolver,double
Math_85_jGenProg_patch_3895000_5926.diff,jGenProg,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Chart_7_TBar_Patch_8728457_1057_cp777.diff,TBar,Incorrect,Chart,7,Chart/7,build,build-tests,tests,org.jfree.data.time.junit.TimePeriodValuesTests,testGetMaxMiddleIndex,org.jfree.data.time.TimePeriodValues,long
Chart_25_jGenProg_patch_4694000_9728.diff,jGenProg,Incorrect,Chart,25,Chart/25,build,build-tests,tests,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.StatisticalBarRenderer,double
Math_50_jGenProg_patch_4895000_1446.diff,jGenProg,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Chart_7_Avatar_Patch_3850336_660.diff,Avatar,Incorrect,Chart,7,Chart/7,build,build-tests,tests,org.jfree.data.time.junit.TimePeriodValuesTests,testGetMaxMiddleIndex,org.jfree.data.time.TimePeriodValues,long
Lang_58_TBar_Patch_1165102_264_cp111.diff,TBar,Incorrect,Lang,58,Lang/58,target/classes,target/test-classes,src/test,org.apache.commons.lang.math.NumberUtilsTest,testLang300,org.apache.commons.lang.math.NumberUtils,java.lang.String
Lang_58_kPAR_Patch_2375493_292_cp212.diff,kPAR,Incorrect,Lang,58,Lang/58,target/classes,target/test-classes,src/test,org.apache.commons.lang.math.NumberUtilsTest,testLang300,org.apache.commons.lang.math.NumberUtils,java.lang.String
Closure_62_TBar_Patch_1659693_34_cp29.diff,TBar,Incorrect,Closure,62,Closure/62,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.LightweightMessageFormatterTest,testFormatErrorSpaceEndOfLine1,com.google.javascript.jscomp.LightweightMessageFormatter,java.lang.String
Lang_58_Avatar_Patch_656254_136.diff,Avatar,Incorrect,Lang,58,Lang/58,target/classes,target/test-classes,src/test,org.apache.commons.lang.math.NumberUtilsTest,testLang300,org.apache.commons.lang.math.NumberUtils,java.lang.String
Lang_63_jGenProg_patch_257082_518.diff,jGenProg,Incorrect,Lang,63,Lang/63,target/classes,target/test-classes,src/test,org.apache.commons.lang.time.DurationFormatUtilsTest,testJiraLang281,org.apache.commons.lang.time.DurationFormatUtils,java.lang.String
Lang_10_Avatar_Patch_15444802_1948.diff,Avatar,Incorrect,Lang,10,Lang/10,target/classes,target/test-classes,src/test,org.apache.commons.lang3.time.FastDateParserTest,testLANG_831,org.apache.commons.lang3.time.FastDateParser,java.lang.String
Math_85_TBar_Patch_9834491_1052_cp812.diff,TBar,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Math_50_jGenProg_patch_5362000_1648.diff,jGenProg,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Chart_1_jGenProg_patch_4636000_16480.diff,jGenProg,Incorrect,Chart,1,Chart/1,build,build-tests,tests,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,test2947660,org.jfree.chart.renderer.category.LineAndShapeRenderer,java.lang.String
Chart_25_Avatar_Patch_2267061_419.diff,Avatar,Incorrect,Chart,25,Chart/25,build,build-tests,tests,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.StatisticalBarRenderer,double
Lang_63_jGenProg_patch_24794215_14432.diff,jGenProg,Incorrect,Lang,63,Lang/63,target/classes,target/test-classes,src/test,org.apache.commons.lang.time.DurationFormatUtilsTest,testJiraLang281,org.apache.commons.lang.time.DurationFormatUtils,java.lang.String
Math_85_jGenProg_patch_1646000_3284.diff,jGenProg,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Lang_63_jGenProg_patch_25536742_14696.diff,jGenProg,Incorrect,Lang,63,Lang/63,target/classes,target/test-classes,src/test,org.apache.commons.lang.time.DurationFormatUtilsTest,testJiraLang281,org.apache.commons.lang.time.DurationFormatUtils,java.lang.String
Math_85_jGenProg_patch_871000_2214.diff,jGenProg,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Math_58_Nopol_patch_110446_1.diff,Nopol,Incorrect,Math,58,Math/58,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.fitting.GaussianFitterTest,testMath519,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer,double
Math_50_jGenProg_patch_6730000_2008.diff,jGenProg,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Math_50_Nopol_patch_4357682_4.diff,Nopol,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Math_28_FixMiner_Patch_21969962_663.diff,FixMiner,Incorrect,Math,28,Math/28,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath828Cycle,org.apache.commons.math3.optimization.linear.SimplexSolver,double
Math_82_jGenProg_patch_1953000_8850.diff,jGenProg,Incorrect,Math,82,Math/82,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMath288,org.apache.commons.math.optimization.linear.SimplexSolver,double
Math_85_TBar_Patch_9584929_1022_cp782.diff,TBar,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Math_33_Avatar_Patch_18835651_942.diff,Avatar,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Math_50_kPAR_Patch_1439097_50_cp38.diff,kPAR,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Lang_63_jGenProg_patch_22079422_13530.diff,jGenProg,Incorrect,Lang,63,Lang/63,target/classes,target/test-classes,src/test,org.apache.commons.lang.time.DurationFormatUtilsTest,testJiraLang281,org.apache.commons.lang.time.DurationFormatUtils,java.lang.String
Lang_63_jGenProg_patch_20337874_12738.diff,jGenProg,Incorrect,Lang,63,Lang/63,target/classes,target/test-classes,src/test,org.apache.commons.lang.time.DurationFormatUtilsTest,testJiraLang281,org.apache.commons.lang.time.DurationFormatUtils,java.lang.String
Chart_25_jGenProg_patch_2843000_5854.diff,jGenProg,Incorrect,Chart,25,Chart/25,build,build-tests,tests,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.StatisticalBarRenderer,double
Math_85_jGenProg_patch_567000_1688.diff,jGenProg,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Math_50_jGenProg_patch_465000_188.diff,jGenProg,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Math_85_jGenProg_patch_77000_274.diff,jGenProg,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Chart_1_jGenProg_patch_2830000_10412.diff,jGenProg,Incorrect,Chart,1,Chart/1,build,build-tests,tests,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,test2947660,org.jfree.chart.renderer.category.LineAndShapeRenderer,java.lang.String
Math_57_TBar_Patch_16107545_238_cp138.diff,TBar,Incorrect,Math,57,Math/57,target/classes,target/test-classes,src/test/java,org.apache.commons.math.stat.clustering.KMeansPlusPlusClustererTest,testSmallDistances,org.apache.commons.math.stat.clustering.EuclideanIntegerPoint,int
Math_80_jGenProg_patch_1427000_2116.diff,jGenProg,Incorrect,Math,80,Math/80,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
Math_33_kPAR_Patch_4824466_278_cp102.diff,kPAR,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Closure_126_Avatar_Patch_253348_2.diff,Avatar,Incorrect,Closure,126,Closure/126,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.MinimizeExitPointsTest,testDontRemoveBreakInTryFinally,com.google.javascript.jscomp.Compiler,java.lang.String
Chart_1_jGenProg_patch_465000_1754.diff,jGenProg,Incorrect,Chart,1,Chart/1,build,build-tests,tests,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,test2947660,org.jfree.chart.renderer.category.LineAndShapeRenderer,java.lang.String
Math_58_dynamoth_patch_120646_10.diff,dynamoth,Incorrect,Math,58,Math/58,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.fitting.GaussianFitterTest,testMath519,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer,double
Math_81_jGenProg_patch_37000_42.diff,jGenProg,Incorrect,Math,81,Math/81,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMath308,org.apache.commons.math.linear.EigenDecompositionImpl,double
Math_80_jGenProg_patch_2909000_3156.diff,jGenProg,Incorrect,Math,80,Math/80,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
Math_33_dynamoth_patch_4236222_15.diff,dynamoth,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Chart_25_jGenProg_patch_4107000_8474.diff,jGenProg,Incorrect,Chart,25,Chart/25,build,build-tests,tests,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.StatisticalBarRenderer,double
Math_85_jGenProg_patch_369000_1274.diff,jGenProg,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Math_50_jGenProg_patch_1978000_564.diff,jGenProg,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Math_85_jGenProg_patch_5731000_7568.diff,jGenProg,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Math_85_TBar_Patch_10084524_1082_cp842.diff,TBar,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Math_85_jGenProg_patch_264000_906.diff,jGenProg,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Chart_25_jMutRepair_patch_3000_9.diff,jMutRepair,Incorrect,Chart,25,Chart/25,build,build-tests,tests,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.StatisticalBarRenderer,double
Chart_25_Avatar_Patch_1027897_116.diff,Avatar,Incorrect,Chart,25,Chart/25,build,build-tests,tests,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.StatisticalBarRenderer,double
Math_81_kPAR_Patch_3744498_630_cp348.diff,kPAR,Incorrect,Math,81,Math/81,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMath308,org.apache.commons.math.linear.EigenDecompositionImpl,double
Closure_46_jGenProg_patch_328000_818.diff,jGenProg,Incorrect,Closure,46,Closure/46,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.rhino.jstype.JSTypeTest,testRecordTypeLeastSuperType2,com.google.javascript.rhino.jstype.RecordTypeBuilder,java.lang.String
Closure_46_jGenProg_patch_3788000_8864.diff,jGenProg,Incorrect,Closure,46,Closure/46,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.rhino.jstype.JSTypeTest,testRecordTypeLeastSuperType2,com.google.javascript.rhino.jstype.RecordTypeBuilder,java.lang.String
Math_85_jGenProg_patch_4695000_6558.diff,jGenProg,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Lang_58_FixMiner_Patch_7205852_2372.diff,FixMiner,Incorrect,Lang,58,Lang/58,target/classes,target/test-classes,src/test,org.apache.commons.lang.math.NumberUtilsTest,testLang300,org.apache.commons.lang.math.NumberUtils,java.lang.String
Closure_46_jGenProg_patch_2142000_5188.diff,jGenProg,Incorrect,Closure,46,Closure/46,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.rhino.jstype.JSTypeTest,testRecordTypeLeastSuperType2,com.google.javascript.rhino.jstype.RecordTypeBuilder,java.lang.String
Math_81_jGenProg_patch_1259000_1316.diff,jGenProg,Incorrect,Math,81,Math/81,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMath308,org.apache.commons.math.linear.EigenDecompositionImpl,double
Chart_1_jGenProg_patch_5349000_19002.diff,jGenProg,Incorrect,Chart,1,Chart/1,build,build-tests,tests,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,test2947660,org.jfree.chart.renderer.category.LineAndShapeRenderer,java.lang.String
Math_81_jGenProg_patch_1865000_1686.diff,jGenProg,Incorrect,Math,81,Math/81,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMath308,org.apache.commons.math.linear.EigenDecompositionImpl,double
Math_85_jGenProg_patch_6511000_8074.diff,jGenProg,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Closure_13_jGenProg_patch_16200000_3288.diff,jGenProg,Incorrect,Closure,13,Closure/13,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.IntegrationTest,testIssue787,com.google.javascript.jscomp.PeepholeOptimizationsPass,java.lang.String
Lang_58_TBar_Patch_1223833_270_cp117.diff,TBar,Incorrect,Lang,58,Lang/58,target/classes,target/test-classes,src/test,org.apache.commons.lang.math.NumberUtilsTest,testLang300,org.apache.commons.lang.math.NumberUtils,java.lang.String
Math_33_kPAR_Patch_429473_54_cp1.diff,kPAR,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Math_85_TBar_Patch_9754867_1042_cp802.diff,TBar,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Math_85_jGenProg_patch_2153000_3966.diff,jGenProg,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Math_81_jGenProg_patch_6599000_3840.diff,jGenProg,Incorrect,Math,81,Math/81,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMath308,org.apache.commons.math.linear.EigenDecompositionImpl,double
Chart_25_jGenProg_patch_5849000_12140.diff,jGenProg,Incorrect,Chart,25,Chart/25,build,build-tests,tests,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.StatisticalBarRenderer,double
Math_33_Avatar_Patch_19613718_970.diff,Avatar,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Math_82_jGenProg_patch_4588000_13396.diff,jGenProg,Incorrect,Math,82,Math/82,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMath288,org.apache.commons.math.optimization.linear.SimplexSolver,double
Lang_63_jKali_patch_62885_18.diff,jKali,Incorrect,Lang,63,Lang/63,target/classes,target/test-classes,src/test,org.apache.commons.lang.time.DurationFormatUtilsTest,testJiraLang281,org.apache.commons.lang.time.DurationFormatUtils,java.lang.String
Chart_25_Avatar_Patch_90948_20.diff,Avatar,Incorrect,Chart,25,Chart/25,build,build-tests,tests,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.StatisticalBarRenderer,double
Lang_63_jGenProg_patch_10607705_8276.diff,jGenProg,Incorrect,Lang,63,Lang/63,target/classes,target/test-classes,src/test,org.apache.commons.lang.time.DurationFormatUtilsTest,testJiraLang281,org.apache.commons.lang.time.DurationFormatUtils,java.lang.String
Chart_25_Avatar_Patch_1301284_136.diff,Avatar,Incorrect,Chart,25,Chart/25,build,build-tests,tests,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.StatisticalBarRenderer,double
Closure_21_Nopol_patch_91606_1.diff,Nopol,Incorrect,Closure,21,Closure/21,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CheckSideEffectsTest,testUselessCode,com.google.javascript.jscomp.Compiler,java.lang.String
Chart_15_jGenProg_patch_5318000_18614.diff,jGenProg,Incorrect,Chart,15,Chart/15,build,build-tests,tests,org.jfree.chart.plot.junit.PiePlot3DTests,testDrawWithNullDataset,org.jfree.chart.plot.PiePlot,int
Closure_46_jGenProg_patch_11286000_21304.diff,jGenProg,Incorrect,Closure,46,Closure/46,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.rhino.jstype.JSTypeTest,testRecordTypeLeastSuperType2,com.google.javascript.rhino.jstype.RecordTypeBuilder,java.lang.String
Math_85_jGenProg_patch_2518000_4444.diff,jGenProg,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Math_33_kPAR_Patch_4650003_274_cp98.diff,kPAR,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Lang_63_jGenProg_patch_8907724_7444.diff,jGenProg,Incorrect,Lang,63,Lang/63,target/classes,target/test-classes,src/test,org.apache.commons.lang.time.DurationFormatUtilsTest,testJiraLang281,org.apache.commons.lang.time.DurationFormatUtils,java.lang.String
Chart_9_Nopol_patch_15720_3.diff,Nopol,Incorrect,Chart,9,Chart/9,build,build-tests,tests,org.jfree.data.time.junit.TimeSeriesTests,testBug1864222,org.jfree.data.time.TimeSeries,int
Math_63_TBar_Patch_434086_162_cp28.diff,TBar,Incorrect,Math,63,Math/63,target/classes,target/test-classes,src/test,org.apache.commons.math.util.MathUtilsTest,testArrayEquals,org.apache.commons.math.util.MathUtils,double
